id,packetid,bpm,mov,bat,temp,gsr
4,203,233,33,403,3306,182
4,204,233,14,403,3306,175
4,205,233,13,403,3306,177
4,205,233,13,403,3306,177
4,206,74,22,403,3306,181
4,207,75,9,403,3306,181
1,1,218,600,80,3100,513
4,208,75,12,403,3306,177
1,2,221,7,145,3093,509
4,209,75,16,403,3306,180
4,210,75,7,403,3306,180
1,4,221,12,238,3093,509
4,211,165,14,403,3306,181
4,212,120,30,403,3306,176
4,213,120,10,402,3306,174
4,214,95,28,402,3306,160
